kalenderId;luftfeuchtigkeit;klavierstimmungVorher;klavierstimmungNachher;resonanzboden;stege;saiten;stimmwirbel;stimmstock;hammerkoepfe;mechanik;daempfer;tastatur;oberflaeche;rahmen;anmerkungen;oertlichkeit;transport;nacharbeit;zahlungsart;kostenvoranschlag
116218;;;; ;;;;;;;;;;;;;;;;false
116245;;;; ;;;;;;;;;;;;;;;;false
116248;;;; ;;;;;;;;;;;;;;;;false
116308;;;; ;;;;;;;;;;;;;;;;false
116311;;;; ;;;;;;;;;;;;;;;;false
116365;;;; ;;;;;;;;;;;;;;;;false
116368;;;; ;;;;;;;;;;;;;;;;false
116371;;428;434; ;;;;;;;;;;;;;;;Bar bezahlt;false
116426;;435;440; ;;;;;;;;;;;;;;;Rechnung;false
117845;;;; ;;Rost;;;;;;;;;;;;;Bar bezahlt;false
117848;;;; ;;;;;;;;;;;;;;;;false
117865;;;; ;;;;;;;;;;;;;;;;false
117868;;;; ;;;;;;;;;;;Piano und Flügel;;;;Rechnung;false
117925;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
117928;;437;; ;;;;;;;;;;;;;;;;false
117931;;430;; ;;;;;;;;;;;;;;;Bar bezahlt;false
117985;;435;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
117991;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
118025;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
118028;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
118045;;;; ;;;;;;;;;;;;;;;;false
118051;;;; ;;Rostig;unglaublich schwer;;;;;;;;;;;;Bar bezahlt;false
118105;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
118265;;;; ;;;;;;;;;;;;;;;;false
118268;;;; ;;;;;;;;;;;;;;;;false
118271;;;; ;;;;;;;;;;;;;;;;false
118498;;;; ;;;;;;;;;;;;;;;;false
118502;;;; ;;;;;;;;;;;;;;;;false
118555;;;; ;;;;;;;;;;;;;;;;false
118558;;;; ;;;;;;;;;;;;;;;;false
119125;;;; ;;Rost;Zu leicht;;;Regulieren;;Polieren;;Braun;;;;;Bar bezahlt;false
119131;;;; ;;Rost;;;;;;;;;;;;;Bar bezahlt;false
119185;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
119191;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
119544;;440;441; ;;;;;;;;;;;;;;;Rechnung;false
119546;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
119548;;385;400;Reparieret;;;;;;Regulieren;;Polieren;;;;;;;;false
119549;;;; ;;;;;;;;;;;;;;;;false
119604;;428;434; ;;;;;;;;;;;;;;;Bar bezahlt;false
119611;;;; ;;;;;;;;;;;Hydroceelstab einbau;;;;;false
119665;;430;435; ;;;;;;Intergration;;Polieren;;;;;;;Bar bezahlt;false
119668;;439;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
119723;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
119725;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
119965;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
119968;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
119996;;;; ;;;;;;;;;;;;;;;;false
120002;;;; ;;;;;;;;;;;;;;;;false
120024;;418;420; ;;;EK wenig reicht;;;Regulierung;;;;;;;;;Bar bezahlt;false
120031;;;; ;;;;;;;;;;;;;;;;false
120084;;432;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
120089;;;; ;;Ein wenig Rost.;scher (wegen Rost);;;;;;;;;;;;Bar bezahlt;false
120146;;435;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
120655;;;; ;;;;;;;;;;;;;;;;false
120658;;;; ;;;;;;;;;;;;;;;;false
120805;;428;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
120808;;432;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
120865;;;; ;;;;;;;;;;;;;;;;false
121015;;;; ;;;;;;;;;;;;;;;;false
121223;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
121225;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
121231;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
121256;;;; ;;;;;;;;;;;;;;;;false
121261;;;; ;;;;;;;;;;;;;;;;false
121262;;;; ;;;;;;;;;;;;;;;;false
121284;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
121345;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
121348;;427;433; ;;;;;;;;;;;;;;;Bar bezahlt;false
121351;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
121405;;;; ;;;;;;;;;;;;;;;;false
121410;;;; ;;;;;;;;;;;;;;;;false
121411;;433;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
121441;;;; ;;;;;;;;;;;;;;;;false
121464;;;115; ;;;sehr schlecht;;;;;;;;;;;;Bar bezahlt;false
121466;;;; ;;;;;;;;;;;;;;;;false
121646;;;; ;;;;;;;;;;;;;;;;false
121733;;;; ;;;;;;;;;;;;;;;;false
121854;;;; ;;;;;;;;;;;;;;;;false
122064;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
122068;;437;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122123;;439;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122124;;441;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
122131;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
122132;;;; ;;;;;;;;;;;;;;;;false
122161;;;; ;;;;;;;;;;;;;;;;false
122185;;425;433; ;;;;;;;;;;;Gutschein wurde eingelöst 23.10.2019;;;;;false
122186;;;; ;;;;;;;;;;;;;;;Rechnung;false
122187;;;; ;;;;;;;;;;;;;;;Rechnung;false
122188;;;; ;;;;;;;;;;;;;;;Rechnung;false
122189;;437;440; ;;;;;;;;;;;;;;;;false
122214;;;; ;;;;;;;;;;;;;;;;false
122221;;;; ;;;;;;;;;;;;;;;;false
122222;;;; ;;;;;;;;;;;;;;;;false
122243;;425;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
122245;;430;436; ;;;sehr hart;;;;;;;;;;;;Bar bezahlt;false
122250;;442;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
122282;;;; ;;;;;;;;;;;;;;;;false
122483;;441;442; ;;;;;;;;;;;Besichtigung empfolen;;;;Rechnung;false
122485;;434;434; ;;;;;;;;;;;;;;;Bar bezahlt;false
122488;;;; ;;;;;;;;;;;;;;;;false
122489;;;; ;;;;;;;;;;;;;;;Rechnung;false
122491;;;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
122544;;;442; ;;;;;;;;polieren;;;;;;;Bar bezahlt;false
122549;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122551;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
122603;;430;434; ;;;;;;;;;;;;;;;Bar bezahlt;false
122606;;430;432; ;;;;;;;;;;;;;;;Bar bezahlt;false
122609;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122642;;;; ;;;;;;;;;;;;;;;;false
122665;;441;441; ;;;;;;;;;;;;;;;Rechnung;false
122668;;435;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
122670;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122723;;439;440; ;;;;;;;;;;;;;;;Rechnung;false
122725;;441;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
122729;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122903;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122906;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122911;;;; ;;;;;;;;;;;;;;;;false
122964;;435;440; ;;Rost;;;;;;;;;;;;;Bar bezahlt;false
122965;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
122969;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
123004;;440;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
123024;;;440; ;;;Schlecht;;;;;;;;;;;;Bar bezahlt;false
123031;;;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
123039;;441;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
123074;;;; ;;;;;;;;;;;;;;;;false
123084;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
123086;;;; ;;1 Seite fehlt;;;;KV für Mechanik erstellen;;;;;Reinigungen;;;;Rechnung;false
123088;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
123091;;;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
123134;;440;441;Risse;OK;;Locker;;;Sollte reguliert werden;;;;;Verschub teilweise ohne Funktion;;;;Bar bezahlt;false
123145;;;442; ;;;;;;;;;;;Einbau Hydroceelstab;;;;Bar bezahlt;false
123321;;;; ;;;;;;;;;;;;;;;Rechnung;false
123323;;;; ;;;;;;;;;;;;;;;;false
123325;;;; ;;;;;;;;;;;;;;;;false
123328;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
123330;;;438; ;;Rost;;;;;;;;;;;;;Rechnung;false
123362;;;; ;;;;;;;;;;;;;;;;false
123384;;;440; ;;;;;;;;;;;spielen!;;;;Bar bezahlt;false
123387;;;441; ;;;;;;Rep.Mech nötig;;;;;;;;;Bar bezahlt;false
123388;;;435; ;;;;;;;;;;;2 Saiten;;;;Rechnung;false
123390;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
123394;;;; ;;;;;;;;;;;;;;;;false
123444;;;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
123447;;;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
123448;;435;441; ;;;;;;;;;;;;;;;Rechnung;false
123450;;412;424; ;;;;;;;;;;;;;;;Bar bezahlt;false
123454;;380;391; ;;;;;;;;;;;;;;;Bar bezahlt;false
123602;;;; ;;;;;;;;;;;;;;;;false
123745;;;; ;;;;;;;;;;;;;;;;false
123804;;;; ;;;;;;;;;;;;;;;;false
123865;;;; ;;;;;;;;;;;;;;;;false
123929;;;; ;;;;;;;;;;;;;;;;false
123984;;;; ;;;;;;;;;;;;;;;;false
124164;;;422; ;;;;;;;;;;;;;;;Bar bezahlt;false
124170;;;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
124174;;430;435; ;;;;;Achsen;;;;;Kleiner Riss;;;;;Bar bezahlt;false
124178;;435;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
124223;;;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
124225;;;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
124228;;;440; ;;;;;;;;;;;;;;;;false
124274;;431;440; ;;;;;;;;;;;Hydroceelstab mitnehmen;;;;Rechnung;false
124284;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
124287;;;; ;;;;;;;;;;;;;;;;false
124290;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
124343;;;420; ;;;;;;;;;;;;;;;Bar bezahlt;false
124409;;;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
124617;;;; ;;;;;;regliert;;;;;Gereinigt;;;;;false
124622;;;; ;;;;;;;;;;;;;;;;false
124700;;424;436; ;;;;;;Achsen locker;sehr alt;Sprünge am Belag;Angeschlagen/schwarz lackiert;;"sehr lange nicht gestimmt worden.
Rep. Sehr notwendig";;;;Bar bezahlt;false
124703;;;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
124705;;;435,5; ;;;;;;;;;;;;;;;Bar bezahlt;false
124710;;;440; ;;;;;;;;;;;;;;;Rechnung;false
124715;;438;440; ;;;;;;"Köpfe fallen langsam zurück
Achsen könnten nach reguliert werden";;;;;Rep. Bzw. Service nnötig;;;;Bar bezahlt;false
124753;;440;443; ;;;;;;;;;;;;;;;Rechnung;false
124755;;440;442; ;;;;;;;;;;;Könnte Regulation vertragen;;;;;false
124767;;;433; ;;;;;;;;;;;;;;;Bar bezahlt;false
124768;;;; ;;;;;;;;;;;;;;;;false
124770;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
124778;;;; ;;;;;;;;;;;Decke senden!;;;;Bar bezahlt;false
124782;;;442; ;;;;;;;;;;;Mechanik Service;;;;;false
124795;;;; ;;;;;;;;;;;;;;;;false
124823;;;431; ;;;;;;;;;;;;;;;;false
124825;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
124826;;;442; ;;;;;;;;;;;;;;;Rechnung;false
124835;;;; ;;;;;;;;;;;Nacharbeit;;;;Bar bezahlt;false
124836;;;; ;;;;;;;;;;;;;;;;false
124839;;;;Rissig;;;;;;;;SGH;;;Angebot für komplt.Rep.;;;;Bar bezahlt;false
125003;;;435; ;;;;;;;;;;;;;;;Rechnung;false
125005;;;408; ;;;;;;;;;;;;;;;Rechnung;false
125008;;;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
125011;;;; ;;;;;;;;;;;;;;;;false
125014;;;; ;;;;;;;;;;;;;;;Rechnung;false
125020;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
125025;;;; ;;;;;;Im August Mechanik überholen ist bereits fixiert!;;;;;;;;;Bar bezahlt;false
125032;;;441; ;;;;;;;;;;;;;;;Rechnung;false
125063;;;; ;;;;;;;;;;;;;;;;false
125064;;;; ;;;;;;;;;;;;;;;;false
125071;;;; ;;;;;;;;;;;;;;;;false
125095;;;; ;;;;;;;;;;;;;;;;false
125123;;;; ;;;;;;;;;;;;;;;;false
125125;;;; ;;;;;;;;;;;;;;;;false
125128;;;; ;;;;;;;;;;;;;;;;false
125131;;;; ;;;;;;;;;;;;;;;;false
125162;;;; ;;;;;;;;;;;;;;;;false
125183;;;; ;;;;;;;;;;;;;;;;false
125185;;;; ;;;;;;;;;;;;;;;;false
125188;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
125424;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
125428;;;; ;;;;;;;;;;;;;;;;false
125479;;;; ;;;;;;;;;;;;;;;;false
125482;;;; ;;;;;;;;;;;;;;;;false
125483;;;442; ;;;;;;;;;;;;;;;;false
125485;;;; ;;;;;;;;;;;;;;;;false
125487;;;442; ;;;;;;;;;;;;;;;Rechnung;false
125491;;;415; ;;Bet;;;;;;;;;;;;;;false
125517;;;; ;;;;;;;;;;;;;;;;false
125534;;432;436; ;;;;;;;;;;;NA Erdig;;;;Bar bezahlt;false
125543;;;; ;;;;;;;;;;;;;;;Rechnung;false
125549;;;440; ;;;;;;;;;;;Kostenlos Besichtigung vereinbaren;;;;Rechnung;false
125551;;;437; ;;;;;;;;;;;;;;;;false
125553;;439;441; ;;;;;;;;;;;Stark selbstschwingende Saiten;;;;Rechnung;false
125574;;;; ;;;;;;;;;;;;;;;;false
125603;;;; ;;;;;;;;;;;;;;;;false
125605;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
125610;;427;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
125903;;;420; ;;;;;;;;;;;;;;;Bar bezahlt;false
125906;;442;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
125908;;;; ;;;;;;;;;;;;;;;;false
125955;;;439; ;;;;;;;;;;;;;;;Bar bezahlt;false
125960;;;; ;;;;;;;;;;;;;;;;false
125964;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
125968;;430;436; ;;;;;;;;;;;;;;;Bar bezahlt;false
125971;;;441; ;;;;;;;;;;;;;;;Rechnung;false
125974;;;441; ;;;;;;;;;;;;;;;Rechnung;false
126023;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
126025;;;; ;;;;;;;;;;;;;;;;false
126028;;;442; ;;;;;;;;;;;;;;;;false
126061;;;; ;;;;;;;;;;;;;;;;false
126062;;;; ;;;;;;;;;;;;;;;;false
127935;;430;; ;;;;;Stark eingespielt;Sollter Überholt werden;;;;;Nächste Stimmung April 2020;;;;Bar bezahlt;false
127955;;;438; ;;;;;;Service ?;;;;;;;;;Bar bezahlt;false
127958;;;; ;;;;;;;;;;;;;;;Rechnung;false
127995;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
128000;;;430; ;;;;;;;;;;;;;;;Rechnung;false
128037;;;; ;;;;;;;;;;;;;;;;false
128055;;436;442; ;;;;;;;;;;;Nacharbeit erledigt;;;;;false
128058;;;; ;;;;;;;Rechen nachgearbeitet;;;;;;;;;false
128124;;;431; ;;;;;;;;;;;;;;;Rechnung;false
128128;;;440; ;;;;;;;;;;;;;;;Rechnung;false
128131;;;412; ;;;;;;;;;;;;;;;Bar bezahlt;false
128179;;;; ;;;;;;;;;;;;;;;Rechnung;false
128181;;;; ;;;;;;;;;;;;;;;;false
128182;;;; ;;;;;;;;;;;;;;;;false
128183;;;; ;;;;;;;;;;;;;;;;false
128185;;;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
128189;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
128354;;;; ;;;;;;;;;;;;;;;;false
128360;;;; ;;;;;;;;;;;;;;;;false
128364;;;431; ;;;;;;;;;;;;;;;Bar bezahlt;false
128365;;;; ;;;;;;;;;;;;;;;;false
128367;;;; ;;;;;;;;;;;;;;;;false
128419;;;; ;;;;;;;;;;;;;;;;false
128428;;;410; ;;;;;;;;;;;;;;;;false
128429;;441;442; ;;;;;;;;;;;;;;;Rechnung;false
128484;;;431; ;;;;;;;;;;;;;;;Bar bezahlt;false
128488;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
128490;;;431; ;;;;;;;;;;;;;;;Bar bezahlt;false
128491;;;440; ;;;;;;;;;;;;;;;;false
128501;;438;439; ;;;;;;;;;;;;;;;Rechnung;false
128543;;;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
128545;;;; ;;;;;;;;Pol;;;Moderator wechseln;;;;Bar bezahlt;false
128784;;;; ;;;;;;;;;;;;;;;;false
128787;;;; ;;;;;;;;;;;;;;;;false
128791;;;; ;;;;;;;;;;;;;;;;false
128793;;;; ;;;;;;;;;;;;;;;;false
128800;;;; ;;;;;;;;;;;;;;;;false
128844;;;; ;;;;;;;;;;;;;;;;false
128854;;;; ;;;;;;;;;;;;;;;;false
128860;;;; ;;;;;;;;;;;;;;;;false
128897;;;; ;;;;;;;;;;;;;;;;false
128934;;;; ;;;;;;;;;;;;;;;;false
128959;;;; ;;;;;;;;;;;;;;;;false
128994;;;; ;;;;;;;;;;;;;;;;false
129196;;;; ;;;;;;;;;;;;;;;;false
129276;;;; ;;;;;;;;;;;;;;;;false
129279;;438;440; ;;;;;Cis(Bass) Stosszungen müssen geleimt werden;;;;;;;;;;Bar bezahlt;false
129282;;;; ;;;;;;;;;;;;;;;;false
129296;;;; ;;;;;;;;;;;;;;;;false
129336;;430;435; ;;;;;Locker Achsen;egulierimg notwendig.Unterstellen etc.;;;;;;;;;Bar bezahlt;false
129354;;;; ;;;;;;;;;;;;;;;;false
129363;;;; ;;;;;;;;;;;;;;;;false
129458;;;; ;;;;;;;;;;;;;;;Rechnung;false
129635;;;; ;;;;;;;;;;;;;;;;false
129639;;;439; ;;;;;;;;;;;alles kaputt;;;;Bar bezahlt;false
129640;;;429; ;;;;;;;;;;;Oberdämpfung;;;;Bar bezahlt;false
129642;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
129663;;;; ;;;;;;;;;;;;;;;;false
129677;;;; ;;;;;;;;;;;;;;;;false
129695;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
129699;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
129734;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
129802;;;; ;;;;;;;;;;;;;;;;false
130056;;;; ;;;;;;;;;;;;;;;;false
130059;;;; ;;;;;;;;;;;;;;;;false
130061;;326,28;328; ;;;;;;;;;;;;;;;Bar bezahlt;false
130076;;;; ;;;;;;;;;;;;;;;;false
130116;;;436; ;;;;;;;;;;;;;;;Bar bezahlt;false
130120;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
130144;;;; ;;;;;;;;;;;;;;;;false
130166;;;; ;;;;;;;;;;;;;;;;false
130170;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
130216;;438,8;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
130226;;;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
130231;;441;; ;;;;;;;;;;;;;;;Bar bezahlt;false
130286;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
130304;;;428; ;;;;;;;;;;;;;;;Bar bezahlt;false
130468;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
130470;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
130475;;;; ;;;;;;;;;;;;;;;;false
130526;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
130529;;;435; ;;;;;;;;;;;;;;;Rechnung;false
130532;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
130536;;440;442; ;;;;;langsam;zurück;;;;;;;;;Bar bezahlt;false
130539;;;; ;;;;;;;;;;;;;;;;false
130577;;;; ;;;;;;;;;;;;;;;;false
130581;;;; ;;;;;;;;;;;;;;;;false
130586;;;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
130590;;;432; ;;;;;;;;;;;;;;;Bar bezahlt;false
130616;;;; ;;;;;;;;;;;;;;;;false
130647;;;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
130652;;;; ;;;;;;;;;;;;;;;;false
130699;;332;440; rissig;okay;Eigenschwebungen;eher locker;okay;Eingespielt;Überholungsbedürftig;schwach;;;okay;Stimmung 145,--/Hydrceel 120,--/ Saite 25,--;;;;Bar bezahlt;false
130701;;;; ;;;;;;;;;;;;;;;;false
130706;;;; ;;;;;;;;;;;;;;;;false
130881;;;; ;;;;;;;;;;;;;;;;false
130886;;;; ;;;;;;;;;;;;;;;;false
130898;;;; ;;;;;;;;;;;;;;;;false
130903;;;; ;;;;;;;;;;;;;;;;false
130938;;;; ;;;;;;;;;;;;;;;;false
130946;;;; ;;;;;;;;;;;;;;;;false
130952;;;; ;;;;;;;;;;;;;;;;false
130981;;;; ;;;;;;;;;;;;;;;;false
131002;;;; ;;;;;;;;;;;;;;;;false
131006;;;; ;;;;;;;;;;;;;;;;false
131056;;;; ;;;;;;;;;;;;;;;;false
131066;;;; ;;;;;;;;;;;;;;;;false
131073;;;; ;;;;;;;;;;;;;;;;false
131127;;;; ;;;;;;;;;;;;;;;;false
131130;;;; ;;;;;;;;;;;;;;;;false
131306;;;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
131359;;;; ;;;;;;;;;;;;;;;;false
131366;;;; ;;;;;;;;;;;;;;;;false
131381;;;428; ;;;;;;;;;;;;;;;Bar bezahlt;false
131382;;;; ;;;;;;;;;;;;;;;;false
131426;;;; ;;;;;;;;;;;;;;;;false
131430;;;; ;;;Halten nicht;;;;;;;;;;;;Bar bezahlt;false
131432;;;428; ;;;;;;;;;;;;;;;Bar bezahlt;false
131486;;;432; ;;;;;;;;;;;;;;;Bar bezahlt;false
131488;;;426; ;;;;;;;;;;;;;;;Bar bezahlt;false
131726;;;; ;;;;;;;;;;;;;;;;false
131731;;;; ;;;;;;;;;;;;;;;;false
131790;;;; ;;;;;;;;;;;;;;;;false
131897;;;; ;;;;;;;;;;;;;;;;false
131899;;;; ;;;;;;;;;;;;;;;;false
131910;;;; ;;;;;;;;;;;;;;;;false
131956;;;; ;;;;;;;;;;;;;;;;false
131958;;;; ;;;;;;;;;;;;;;;;false
132262;;;; ;;;;;;;;;;;;;;;;false
132795;;;; ;;;;;;;;;;;;;;;;false
132978;;;; ;;;;;;;;;;;;;;;;false
132996;;;; ;;;;;;;;;;;;;;;;false
133057;;;; ;;;;;;;;;;;;;;;;false
133058;;;; ;;;;;;;;;;;;;;;;false
133098;;;; ;;;;;;;;;;;;;;;;false
133100;;;; ;;;;;;;;;;;;;;;;false
133135;;;; ;;;;;;;;;;;;;;;;false
133717;;;; ;;;;;;;;;;;;;;;;false
134137;;;; ;;;;;;;;;;;;;;;;false
